team,year,leag,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
CH2,1962,N,3371,7448,2053,2944,0,0,5145,1773,2065,0,0,0,0,0,8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9112,0,25,55
CIN,1962,N,3672,7998,2183,2923,0,0,5561,1931,2203,0,0,0,0,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9424,0,42,38
DET,1962,N,3534,8188,2044,2852,0,0,5315,1731,2181,0,0,0,0,0,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9408,0,34,46
LAL,1962,N,3506,7948,2230,2931,0,0,5282,1739,1775,0,0,0,0,0,9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992,0,53,27
NYK,1962,N,3433,8007,1971,2778,0,0,4952,1658,2144,0,0,0,0,0,8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9416,0,21,59
SFW,1962,N,3805,8449,1870,2797,0,0,5359,1906,1882,0,0,0,0,0,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9648,0,31,49
STL,1962,N,3355,7780,2056,2820,0,0,5096,1902,2077,0,0,0,0,0,8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624,0,48,32
SYR,1962,N,3690,8290,2350,3005,0,0,5516,1742,2277,0,0,0,0,0,9730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9424,0,48,32
BAL,1963,N,3456,7862,2036,2958,0,0,5460,1423,2073,0,0,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9088,0,31,49
BOS,1963,N,3619,8770,1804,2489,0,0,5736,1760,2125,0,0,0,0,0,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8408,0,59,21
CIN,1963,N,3516,7761,2146,2828,0,0,5400,1916,2139,0,0,0,0,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8776,0,55,25
DET,1963,N,3346,7943,1928,2685,0,0,5145,1633,2235,0,0,0,0,0,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,0,23,57
LAL,1963,N,3272,7438,2230,2910,0,0,5025,1676,1997,0,0,0,0,0,8774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8696,0,42,38
NYK,1963,N,3512,7888,1952,2852,0,0,5067,1563,2222,0,0,0,0,0,8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9568,0,22,58
PHI,1963,N,3394,8116,2184,2851,0,0,5132,1643,2251,0,0,0,0,0,8972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9320,0,34,46
SFW,1963,N,3407,7779,1800,2821,0,0,5499,1899,1978,0,0,0,0,0,8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8208,0,48,32
STL,1963,N,3341,7776,2115,2795,0,0,4959,1901,2266,0,0,0,0,0,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8672,0,46,34
BAL,1964,N,3421,7734,2245,3144,0,0,5298,1676,2119,0,0,0,0,0,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9264,0,37,43
BOS,1964,N,3567,8609,1890,2587,0,0,5748,1772,2065,0,0,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360,0,62,18
CIN,1964,N,3482,7797,2170,2866,0,0,5387,1843,1992,0,0,0,0,0,9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,0,48,32
DET,1964,N,3467,8297,1747,2537,0,0,5394,1609,2058,0,0,0,0,0,8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,0,31,49
LAL,1964,N,3336,7628,2276,2984,0,0,5231,1601,1998,0,0,0,0,0,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8792,0,49,31
NYK,1964,N,3339,7834,1915,2684,0,0,5206,1550,2283,0,0,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8888,0,31,49
PHI,1964,N,3391,8028,2221,3011,0,0,5246,1692,2096,0,0,0,0,0,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9016,0,40,40
SFW,1964,N,3323,8245,1819,2844,0,0,5715,1653,2002,0,0,0,0,0,8465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,0,17,63
STL,1964,N,3269,7710,2168,2947,0,0,5208,1691,2069,0,0,0,0,0,8706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,0,45,35
BAL,1965,N,3599,8210,2267,3186,0,0,5542,1890,2199,0,0,0,0,0,9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560,0,38,42
BOS,1965,N,3488,8367,2038,2758,0,0,5591,1795,2012,0,0,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8624,0,54,26
CIN,1965,N,3610,8123,2204,2906,0,0,5559,1818,2033,0,0,0,0,0,9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9328,0,45,35
DET,1965,N,3475,8502,1877,2734,0,0,5427,1569,2016,0,0,0,0,0,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9376,0,22,58
LAL,1965,N,3597,8109,2363,3057,0,0,5334,1936,2035,0,0,0,0,0,9557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,0,45,35
NYK,1965,N,3559,7910,2217,3078,0,0,5119,1896,2227,0,0,0,0,0,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9544,0,30,50
PHI,1965,N,3650,8189,2087,3141,0,0,5652,1905,2095,0,0,0,0,0,9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9016,0,55,25
SFW,1965,N,3557,8512,2129,2879,0,0,5727,1872,2069,0,0,0,0,0,9243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456,0,35,45
STL,1965,N,3379,7836,2155,2870,0,0,5167,1782,2179,0,0,0,0,0,8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,0,36,44
BAL,1966,N,3664,8578,2025,2771,0,0,5342,1652,2153,0,0,0,0,0,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9882,0,20,61
BOS,1966,N,3724,8325,2216,2963,0,0,5703,1962,2138,0,0,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9015,0,60,21
CHI,1966,N,3565,8505,2037,2784,0,0,5295,1827,2205,0,0,0,0,0,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9469,0,33,48
CIN,1966,N,3654,8137,2179,2806,0,0,5198,1858,2073,0,0,0,0,0,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9509,0,39,42
DET,1966,N,3523,8542,1969,2725,0,0,5511,1465,2198,0,0,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9461,0,30,51
LAL,1966,N,3786,8466,2192,2917,0,0,5415,1906,2168,0,0,0,0,0,9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9736,0,36,45
NYK,1966,N,3637,8025,2151,2980,0,0,5178,1782,2110,0,0,0,0,0,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9671,0,36,45
PHI,1966,N,3912,8103,2319,3411,0,0,5701,2138,1906,0,0,0,0,0,10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9380,0,68,13
SFW,1966,N,3814,8818,2283,3021,0,0,5974,1876,2120,0,0,0,0,0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9680,0,44,37
STL,1966,N,3547,8004,2110,2979,0,0,5219,1708,2173,0,0,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9331,0,39,42
ANA,1967,A,3172,7606,2141,2916,0,0,4158,1297,2174,0,0,0,219,0,8704,3388,7768,2182,3100,0,0,4449,1308,1977,0,0,0,99,0,9057,0,25,53
BAL,1967,N,3691,8428,2245,2994,0,0,5431,1534,2127,0,0,0,0,0,9627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660,0,36,46
BOS,1967,N,3686,8371,2151,2983,0,0,5666,1798,2147,0,0,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184,0,54,28
CHI,1967,N,3488,8138,2006,2718,0,0,5117,1527,2130,0,0,0,0,0,8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9307,0,29,53
CIN,1967,N,3679,7864,2204,2892,0,0,5129,2048,2016,0,0,0,0,0,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9627,0,39,43
DEN,1967,A,3119,7271,1981,2725,0,0,4121,1044,1992,0,0,0,25,0,8244,2853,7133,2092,2916,0,0,3933,993,1903,0,0,0,116,0,7914,0,45,33
DET,1967,N,3755,8386,2215,3129,0,0,5452,1700,2240,0,0,0,0,0,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,0,40,42
DLC,1967,A,3260,7167,2027,2810,0,0,4030,1344,1997,0,0,0,29,0,8576,3092,7492,2153,2954,0,0,3973,1277,1887,0,0,0,133,0,8470,0,46,32
HMV,1967,A,3094,7731,1774,2537,0,0,4207,1175,1906,0,0,0,112,0,8074,3118,7261,2066,2798,0,0,4448,1252,1839,0,0,0,105,0,8407,0,29,49
IND,1967,A,3174,7397,2102,2971,0,0,4257,1176,1788,0,0,0,96,0,8546,3311,7844,1767,2473,0,0,4131,1257,2013,0,0,0,141,0,8530,0,38,40
KEN,1967,A,3044,7427,1921,2677,0,0,4404,1165,1928,0,0,0,141,0,8150,2997,7236,2112,2890,0,0,4262,1043,1880,0,0,0,101,0,8207,0,36,42
LAL,1967,N,3827,8031,2283,3143,0,0,5225,1983,2152,0,0,0,0,0,9937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9479,0,52,30
MNM,1967,A,3248,8084,1896,2968,0,0,4828,1019,1860,0,0,0,77,0,8469,3019,7334,1989,2779,0,0,3910,1134,2012,0,0,0,136,0,8163,0,50,28
NJA,1967,A,3189,7727,2138,2876,0,0,4075,1200,2051,0,0,0,125,0,8641,3285,7659,2086,2955,0,0,4406,1095,1952,0,0,0,112,0,8768,0,36,42
NOB,1967,A,3207,7521,2245,3000,0,0,4453,1355,1839,0,0,0,53,0,8712,3144,7784,1951,2699,0,0,4328,1084,2043,0,0,0,95,0,8334,0,48,30
NYK,1967,N,3682,8070,2159,3042,0,0,5122,1967,2364,0,0,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,0,43,39
OAK,1967,A,3215,7680,2109,2850,0,0,4164,1149,1957,0,0,0,103,0,8642,3512,8085,2036,2894,0,0,4498,1363,1946,0,0,0,100,0,9160,0,22,56
PHI,1967,N,3965,8414,2121,3338,0,0,5914,2197,1851,0,0,0,0,0,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348,0,62,20
PTP,1967,A,3230,7528,2028,2839,0,0,4260,1239,1846,0,0,0,243,0,8731,3233,7543,1928,2711,0,0,4619,1357,1886,0,0,0,85,0,8479,0,54,24
SDR,1967,N,3466,8547,2083,2929,0,0,5418,1837,2188,0,0,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9922,0,15,67
SEA,1967,N,3772,8593,2188,3042,0,0,5338,1998,2372,0,0,0,0,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10258,0,23,59
SFW,1967,N,3632,8587,2334,3153,0,0,6029,1901,2265,0,0,0,0,0,9598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9643,0,43,39
STL,1967,N,3504,7765,2258,3111,0,0,5325,1988,2046,0,0,0,0,0,9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9045,0,56,26
ATL,1968,N,3605,7844,1913,2785,0,0,4599,2069,2082,0,0,0,0,0,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8971,0,48,34
BAL,1968,N,3770,8567,2002,2734,0,0,4963,1682,2037,0,0,0,0,0,9542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9192,0,57,25
BOS,1968,N,3583,8316,1936,2657,0,0,4840,1953,2073,0,0,0,0,0,9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8643,0,48,34
CHI,1968,N,3355,8021,1877,2577,0,0,4550,1597,2064,0,0,0,0,0,8587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8766,0,33,49
CIN,1968,N,3565,7742,2262,3012,0,0,4525,1983,2031,0,0,0,0,0,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9479,0,41,41
DEN,1968,A,3427,7554,2026,2769,0,0,4117,1239,2102,0,0,0,79,0,8959,3269,7438,2132,3036,0,0,4171,1193,2045,0,0,0,172,0,8842,0,44,34
DET,1968,N,3609,7997,2141,3025,0,0,4471,1757,2105,0,0,0,0,0,9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9619,0,32,50
DLC,1968,A,3185,7155,2192,2948,0,0,4088,1320,2180,0,0,0,95,0,8657,3188,7559,2193,3035,0,0,4146,1271,2114,0,0,0,139,0,8710,0,41,37
HMV,1968,A,3179,7732,2196,2991,0,0,4380,1371,2157,0,0,0,129,0,8683,3355,7567,2311,3116,0,0,4518,1510,2097,0,0,0,106,0,9127,0,23,55
IND,1968,A,3474,7709,2273,3180,0,0,4431,1553,2106,0,0,0,110,0,9331,3356,7829,2157,2939,0,0,4288,1469,2172,0,0,0,141,0,9010,0,44,34
KEN,1968,A,3180,7613,1977,2690,0,0,4249,1453,2077,0,0,0,335,0,8672,3162,7467,2210,3051,0,0,4424,1458,2017,0,0,0,125,0,8659,0,42,36
LAL,1968,N,3574,7620,2056,3161,0,0,4749,2068,1773,0,0,0,0,0,9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8864,0,55,27
LAS,1968,A,3208,7419,2291,3243,0,0,4141,1244,2276,0,0,0,218,0,8925,3407,7416,2247,3042,0,0,4209,1452,2366,0,0,0,102,0,9163,0,33,45
MFL,1968,A,3406,7625,2167,3023,0,0,4182,1532,2092,0,0,0,29,0,9008,3316,7610,2170,2934,0,0,3895,1628,2156,0,0,0,173,0,8975,0,43,35
MIL,1968,N,3537,8258,1966,2638,0,0,4727,1882,2187,0,0,0,0,0,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463,0,27,55
MNP,1968,A,3320,7985,1991,2868,0,0,4268,1331,1988,0,0,0,283,0,8914,3353,7566,2069,2793,0,0,4259,1344,1975,0,0,0,129,0,8904,0,36,42
NOB,1968,A,3386,7697,2148,2845,0,0,4276,1617,1917,0,0,0,133,0,9053,3307,7708,2042,2766,0,0,4347,1520,2050,0,0,0,131,0,8787,0,46,32
NYK,1968,N,3588,7813,1911,2596,0,0,4246,2071,2175,0,0,0,0,0,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,0,54,28
NYN,1968,A,3148,7563,2090,2816,0,0,4035,1409,2260,0,0,0,77,0,8463,3324,7396,2369,3273,0,0,4401,1489,1962,0,0,0,126,0,9143,0,17,61
OAK,1968,A,3615,7663,2607,3434,0,0,4507,1668,2126,0,0,0,29,0,9866,3491,8159,2058,2822,0,0,4016,1403,2327,0,0,0,171,0,9211,0,60,18
PHI,1968,N,3754,8274,2238,3087,0,0,4513,1914,2145,0,0,0,0,0,9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9332,0,55,27
PHO,1968,N,3541,8242,2080,2950,0,0,4508,1918,2086,0,0,0,0,0,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881,0,16,66
SDR,1968,N,3691,8631,2074,3039,0,0,5026,1925,2110,0,0,0,0,0,9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9471,0,37,45
SEA,1968,N,3543,8149,2105,2979,0,0,4498,1927,2281,0,0,0,0,0,9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586,0,30,52
SFW,1968,N,3414,8218,2119,2949,0,0,5109,1822,2087,0,0,0,0,0,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9077,0,41,41
ATL,1969,N,3817,7907,2012,2669,0,0,4210,2142,2016,0,0,0,0,0,9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,0,48,34
BAL,1969,N,3925,8567,2050,2652,0,0,4679,1881,1896,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9725,0,50,32
BOS,1969,N,3645,8235,2132,2711,0,0,4336,1875,2320,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9578,0,34,48
CAR,1969,A,3470,7859,1942,2662,0,0,4309,1746,2243,0,0,0,89,0,8971,3367,7650,2113,2913,0,0,4384,1588,2123,0,0,0,143,0,8990,0,42,42
CHI,1969,N,3607,8133,2209,2861,0,0,4383,2133,1863,0,0,0,0,0,9423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9569,0,39,43
CIN,1969,N,3767,8271,2082,2841,0,0,4163,1992,2215,0,0,0,0,0,9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9856,0,36,46
DEN,1969,A,3743,8381,2023,2713,0,0,4845,1621,2064,0,0,0,188,0,9697,3619,8286,1927,2571,0,0,4442,1602,2124,0,0,0,163,0,9328,0,51,33
DET,1969,N,3565,7657,2116,2881,0,0,3831,1709,1930,0,0,0,0,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9520,0,31,51
DLC,1969,A,3775,8265,2340,2968,0,0,4636,1633,2138,0,0,0,189,0,10079,3865,8861,1998,2660,0,0,4655,1670,2319,0,0,0,190,0,9918,0,45,39
IND,1969,A,3593,7896,2110,2846,0,0,4433,1826,2125,0,0,0,215,0,9511,3568,8181,1959,2731,0,0,4572,1726,2224,0,0,0,125,0,9220,0,59,25
KEN,1969,A,3593,8378,2020,2733,0,0,4733,1765,2409,0,0,0,330,0,9536,3505,7887,2311,3122,0,0,4562,1657,2276,0,0,0,129,0,9450,0,45,39
LAL,1969,N,3668,7952,1991,2641,0,0,4154,2030,1896,0,0,0,0,0,9327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9168,0,46,36
LAS,1969,A,3575,8120,2266,3022,0,0,4597,1772,2234,0,0,0,131,0,9547,3650,8281,2087,2747,0,0,4710,1753,2390,0,0,0,180,0,9567,0,43,41
MFL,1969,A,3598,8345,2225,2991,0,0,4491,1281,2264,0,0,0,90,0,9511,3772,8093,2233,2940,0,0,4393,1719,2218,0,0,0,163,0,9940,0,23,61
MIL,1969,N,3923,8041,1895,2589,0,0,4419,2168,1971,0,0,0,0,0,9741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9364,0,56,26
NOB,1969,A,3463,7982,1970,2531,0,0,4442,1638,2091,0,0,0,168,0,9064,3427,7878,1989,2636,0,0,4504,1547,2077,0,0,0,156,0,8999,0,42,42
NYK,1969,N,3803,7975,1821,2484,0,0,4006,2135,2016,0,0,0,0,0,9427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684,0,60,22
NYN,1969,A,3543,7854,1990,2826,0,0,4156,1762,2381,0,0,0,72,0,9148,3397,7363,2268,3034,0,0,4317,1781,2203,0,0,0,157,0,9219,0,39,45
PHI,1969,N,3915,8345,2168,2884,0,0,4463,2127,2196,0,0,0,0,0,9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9717,0,42,40
PHO,1969,N,3676,7856,2434,3270,0,0,4183,2076,2183,0,0,0,0,0,9786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930,0,39,43
PTC,1969,A,3721,8370,1875,2673,0,0,4720,1629,2184,0,0,0,128,0,9445,3741,8319,2192,2918,0,0,4870,1749,2187,0,0,0,150,0,9824,0,29,55
SDR,1969,N,3866,8867,2000,2728,0,0,4786,2036,2096,0,0,0,0,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988,0,27,55
SEA,1969,N,3709,8029,2171,2851,0,0,4312,2214,2175,0,0,0,0,0,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9799,0,36,46
SFW,1969,N,3555,8224,2004,2646,0,0,4772,1861,2050,0,0,0,0,0,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9479,0,30,52
WAC,1969,A,3709,7988,2403,3177,0,0,4629,1961,2329,0,0,0,108,0,9929,3872,8639,2087,2870,0,0,4582,1842,2321,0,0,0,152,0,9983,0,44,40
ATL,1970,N,3614,7779,2120,2975,0,0,4472,1906,1958,0,0,0,0,0,9348,3801,8525,1893,2515,0,0,4279,1996,2074,0,0,0,0,0,9495,0,36,46
BAL,1970,N,3684,8331,1886,2500,0,0,4550,1772,1966,0,0,0,0,0,9254,3640,8164,1926,2584,0,0,4435,1862,1897,0,0,0,0,0,9206,0,42,40
BOS,1970,N,3804,8616,2000,2648,0,0,4833,2052,2138,0,0,0,0,0,9608,3612,8211,2214,2982,0,0,4342,1910,1962,0,0,0,0,0,9438,0,44,38
BUF,1970,N,3424,7860,1805,2504,0,0,4261,1962,2232,0,0,0,0,0,8653,3486,7666,2224,3018,0,0,4447,1998,1956,0,0,0,0,0,9196,0,22,60
CAR,1970,A,3823,8329,1851,2809,0,0,4222,1745,2172,0,0,0,191,0,9688,3916,8379,2078,2765,0,0,4732,1757,2213,0,0,0,116,0,10026,0,34,50
CHI,1970,N,3460,7660,2150,2721,0,0,4325,2142,1797,0,0,0,0,0,9070,3491,7709,1658,2216,0,0,4031,1914,2099,0,0,0,0,0,8640,0,51,31
CIN,1970,N,3805,8374,1901,2622,0,0,4151,2022,2126,0,0,0,0,0,9511,3795,8130,2184,2991,0,0,4675,2050,1979,0,0,0,0,0,9774,0,33,49
CLE,1970,N,3299,7778,1775,2380,0,0,3982,2065,2114,0,0,0,0,0,8373,3476,7480,2337,3024,0,0,4175,2307,1899,0,0,0,0,0,9289,0,15,67
DEN,1970,A,3852,8780,2158,2841,0,0,4849,1642,1996,0,0,0,103,0,9965,4150,8889,1825,2470,0,0,4694,1889,2184,0,0,0,181,0,10306,0,30,54
DET,1970,N,3468,7730,2093,2808,0,0,3923,1696,1969,0,0,0,0,0,9029,3525,7713,2040,2703,0,0,4292,1912,2087,0,0,0,0,0,9090,0,45,37
FLA,1970,A,3659,8026,2179,2852,0,0,4296,1939,2140,0,0,0,82,0,9579,3737,8314,2103,2745,0,0,4409,1746,2183,0,0,0,130,0,9707,0,37,47
IND,1970,A,3796,8202,2104,2741,0,0,4373,2068,1953,0,0,0,306,0,10002,3768,8463,1847,2489,0,0,4653,1954,2138,0,0,0,118,0,9501,0,58,26
KEN,1970,A,3929,8520,2213,2930,0,0,4790,1878,2271,0,0,0,193,0,10264,3948,8586,2205,2961,0,0,4530,1816,2229,0,0,0,159,0,10260,0,44,40
LAL,1970,N,3739,7857,1933,2717,0,0,4269,2205,1709,0,0,0,0,0,9411,3796,8511,1567,2107,0,0,4552,2078,1951,0,0,0,0,0,9159,0,48,34
MIL,1970,N,3972,7803,1766,2379,0,0,4344,2249,1847,0,0,0,0,0,9710,3489,8224,1727,2322,0,0,4004,1923,1770,0,0,0,0,0,8705,0,66,16
MMP,1970,A,3700,8383,1664,2287,0,0,4638,1893,2164,0,0,0,111,0,9175,3459,7935,2142,2857,0,0,4425,1725,1892,0,0,0,174,0,9234,0,41,43
NYK,1970,N,3633,8076,1760,2377,0,0,4075,1779,1916,0,0,0,0,0,9026,3343,7752,1928,2565,0,0,4591,1509,1889,0,0,0,0,0,8614,0,52,30
NYN,1970,A,3638,7704,2013,2653,0,0,4109,1877,2203,0,0,0,38,0,9327,3552,7727,2153,2886,0,0,4196,1746,2097,0,0,0,121,0,9378,0,40,44
PHI,1970,N,3608,8026,2199,2967,0,0,4437,1976,2168,0,0,0,0,0,9415,3514,7806,2260,3076,0,0,4372,1970,2089,0,0,0,0,0,9288,0,47,35
PHO,1970,N,3503,8021,2327,3078,0,0,4442,1927,2132,0,0,0,0,0,9333,3506,7828,2165,2923,0,0,4173,2069,2202,0,0,0,0,0,9177,0,48,34
POR,1970,N,3721,8562,2025,2671,0,0,4210,2227,2024,0,0,0,0,0,9467,3900,8333,2037,2758,0,0,4885,2267,2035,0,0,0,0,0,9837,0,29,53
PTC,1970,A,3906,8661,2012,2659,0,0,4831,1619,2208,0,0,0,177,0,10001,3965,8428,2132,2794,0,0,4751,1959,2094,0,0,0,167,0,10229,0,36,48
SDR,1970,N,3547,8426,2188,2921,0,0,4686,1921,2128,0,0,0,0,0,9282,3639,8102,2024,2745,0,0,4345,2135,2141,0,0,0,0,0,9302,0,40,42
SEA,1970,N,3664,8034,2101,2790,0,0,4456,2049,1917,0,0,0,0,0,9429,3803,8117,1985,2679,0,0,4156,1994,2062,0,0,0,0,0,9591,0,38,44
SFW,1970,N,3454,7709,1875,2468,0,0,4643,1893,1833,0,0,0,0,0,8783,3583,8371,1735,2318,0,0,4305,1949,1882,0,0,0,0,0,8901,0,41,41
TEX,1970,A,3964,8938,2038,2661,0,0,4697,1901,2093,0,0,0,241,0,10207,4135,8962,2006,2633,0,0,4875,2213,2118,0,0,0,182,0,10458,0,30,54
UTS,1970,A,3787,8409,2219,2831,0,0,4866,1789,2050,0,0,0,201,0,9994,3652,8478,1915,2575,0,0,4655,1921,2222,0,0,0,181,0,9400,0,57,27
VIR,1970,A,4014,8497,2273,2975,0,0,4563,2231,2371,0,0,0,54,0,10355,3786,8288,2318,3064,0,0,4314,1856,2251,0,0,0,168,0,10058,0,55,29
ATL,1971,N,3482,7570,2018,2725,0,0,4080,1897,1967,0,0,0,0,0,8982,3601,7744,1925,2530,0,0,4004,1890,1996,0,0,0,0,0,9127,0,36,46
BAL,1971,N,3490,7748,1804,2378,0,0,4159,1816,1858,0,0,0,0,0,8784,3545,7842,1790,2412,0,0,4244,1844,1869,0,0,0,0,0,8880,0,38,44
BOS,1971,N,3819,8431,1839,2367,0,0,4462,2230,2030,0,0,0,0,0,9477,3498,7886,2089,2766,0,0,4179,1798,1842,0,0,0,0,0,9085,0,56,26
BUF,1971,N,3409,7560,1549,2219,0,0,3978,1759,2110,0,0,0,0,0,8367,3479,7557,2167,2842,0,0,4187,1918,1728,0,0,0,0,0,9125,0,22,60
CAR,1971,A,3818,8391,1870,2536,0,0,4309,1735,2173,0,0,0,140,0,9646,3883,7983,2039,2706,0,0,4462,1750,2104,0,0,0,118,0,9923,0,35,49
CHI,1971,N,3539,7853,2039,2700,0,0,4371,2087,1964,0,0,0,0,0,9117,3263,7189,1914,2617,0,0,3928,1853,2041,0,0,0,0,0,8440,0,57,25
CIN,1971,N,3444,7496,1948,2578,0,0,3754,2020,2079,0,0,0,0,0,8836,3537,7588,2093,2829,0,0,4228,2028,1971,0,0,0,0,0,9167,0,30,52
CLE,1971,N,3458,8074,1758,2390,0,0,4098,2060,1936,0,0,0,0,0,8674,3653,7537,1994,2611,0,0,4034,2322,1937,0,0,0,0,0,9300,0,23,59
DEN,1971,A,3703,8247,1953,2601,0,0,4481,1995,2334,0,0,0,41,0,9400,3557,7840,2233,2979,0,0,4514,1885,2122,0,0,0,153,0,9500,0,34,50
DET,1971,N,3482,7665,1981,2653,0,0,3970,1687,1954,0,0,0,0,0,8945,3822,8106,1862,2474,0,0,4377,2214,1931,0,0,0,0,0,9506,0,26,56
DLC,1971,A,3362,7502,1943,2498,0,0,3991,1486,2315,0,0,0,103,0,8770,3267,7255,2105,2781,0,0,4108,1631,2087,0,0,0,121,0,8760,0,42,42
FLA,1971,A,3547,7797,2190,2817,0,0,3974,1871,2125,0,0,0,187,0,9471,3709,7869,2070,2689,0,0,4446,1818,2229,0,0,0,115,0,9603,0,36,48
